BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Closet2,1,0,24400*12200,2.9768E8,22,2.938764E8,98.72225208277345%,
Closet2,2,0,24400*12200,2.9768E8,5,8.47528E7,28.47110991668906%,
Closet2,3,0,24400*12200,2.9768E8,14,2.915603E8,97.94420182746573%,
Closet2,4,0,24400*12200,2.9768E8,8,2.92997E8,98.42683418435904%,
Closet2,5,0,24400*12200,2.9768E8,13,2.9293005E8,98.40434359043267%,
Closet2,6,1,24400*12200,2.9768E8,8,2.861946E8,96.14169578070411%,
Closet2,7,1,24400*12200,2.9768E8,5,2.125936E8,71.4168234345606%,
Closet2,8,1,24400*12200,2.9768E8,8,2.736622E8,91.93167159365761%,
Closet2,9,1,24400*12200,2.9768E8,8,2.8529805E8,95.84051666218758%,
Closet2,10,1,24400*12200,2.9768E8,8,2.884174E8,96.88840365493147%,
Closet2,11,1,24400*12200,2.9768E8,4,2.651104E8,89.058855146466%,
Closet2,12,1,24400*12200,2.9768E8,8,2.76518E8,92.89102391830153%,
Closet2,13,1,24400*12200,2.9768E8,2,2.464063E8,82.77556436441817%,
Closet2,14,1,24400*12200,2.9768E8,4,2.521808E8,84.71539908626713%,
Closet2,15,1,24400*12200,2.9768E8,3,2.68779E8,90.29125235151841%,
